日期,小红书_koc,抖音_koc,抖音_直播,微博_热搜位,百度_热搜位,长视频_独家冠名,论坛_大V,央视_黄金档硬广,央视_黄金档冠名,央视频,AI_问答类,天猫_站内,天猫_站外,京东_站内,京东_站外,电梯广告_写字楼,电梯广告_小区,商场大屏,机场,高铁,候车亭,户外广告牌,全域投放量,大促热度,市场竞争指数,品牌大众认知指数,品牌社媒搜索指数,品牌电商搜索指数,品牌线上销量指数,品牌线下销量指数
2023/5/4,9639,1551,966,41921,358,58029,1737,52197,85274,2966,612,610,693,592,871,5073,5726,17067,43606,57371,6722,7720,2627.491225,7,21,55,38,75,16,59
2023/5/5,5426,3075,551,45485,2631,32472,2060,93733,87878,5233,925,545,738,965,636,4688,1898,40383,22857,27654,9120,8934,3784.876851,8,33,99,21,94,15,19
2023/5/6,1491,2217,988,4701,2358,95070,264,30253,62267,2984,684,913,854,765,825,8095,2755,19660,49497,20707,8816,4023,43998.70504,14,92,6,52,81,56,28
2023/5/7,5100,1283,534,52557,2819,23627,1150,84438,99908,2235,852,757,551,856,854,6373,1469,36616,33645,46467,9823,8866,52846.80846,4,51,38,61,0,42,11
2023/5/8,8365,1805,905,70641,593,72610,1543,80476,98643,4459,873,514,535,556,620,5705,7773,54761,16359,31338,7029,2922,33687.82679,19,17,22,46,58,15,22
2023/5/9,4868,638,757,65937,1425,58374,1055,42525,58843,4269,630,748,638,653,586,6614,8902,30483,35840,42579,5608,6567,56307.95396,0,42,42,20,41,93,38
2023/5/10,9431,4582,628,31805,1639,17659,2596,83392,53886,3312,869,997,869,591,565,3660,5486,19263,21751,51548,6231,2224,4311.930843,85,7,29,96,34,22,85
2023/5/11,6142,3607,505,55442,1258,28593,1492,35521,53982,7019,716,622,932,513,819,3828,5381,41211,37708,41898,5594,7805,37645.94704,98,25,7,80,55,90,37
2023/5/12,5868,2665,780,98001,1293,39214,1309,49900,64601,7773,746,926,975,684,571,5142,2660,34297,45163,55105,9347,8469,40023.29742,0,15,23,47,48,86,61
2023/5/13,5969,3990,835,68482,545,44579,1950,87980,81093,3891,956,743,503,950,621,642,1917,52246,43627,34688,9973,5419,41717.94854,10,98,28,66,30,25,35
2023/5/14,5723,2112,775,67118,615,25468,711,45306,53023,5101,601,556,962,962,872,1128,2395,22365,39229,48339,5742,1340,60760.94762,43,12,65,76,45,66,76
2023/5/15,2675,2803,572,85601,1259,60988,769,92910,79212,2587,551,953,940,782,799,827,4890,57944,58418,29390,8984,5660,28312.78765,19,10,23,88,22,30,58
2023/5/16,5026,2986,520,62347,2984,95848,2598,44220,63870,5569,729,753,707,841,984,7242,5384,12827,27351,45882,7591,1853,43609.63179,1,22,61,79,46,50,40
2023/5/17,9577,1598,716,24414,1621,66559,771,97570,66729,2889,666,857,556,590,797,3484,2611,8137,16477,44119,8513,8093,83053.75399,12,91,72,64,21,25,11
2023/5/18,3320,3556,870,6819,2063,28970,167,99277,78934,9668,643,708,985,815,585,1410,7801,51033,40489,55133,9700,3580,19740.43891,78,6,2,82,76,25,13
2023/5/19,2212,3271,681,89798,2576,86664,1432,74955,57446,5413,868,867,748,934,917,9451,7467,52290,41738,29923,7775,6240,70976.08255,98,26,2,90,9,6,98
2023/5/20,1928,2255,551,17944,807,17702,1571,75057,93738,4488,587,824,796,850,599,685,8315,21886,38968,46090,8688,1155,16789.12682,58,4,95,61,32,58,6
2023/5/21,5625,3578,603,62276,2229,29845,494,70818,66649,9095,964,694,730,610,573,8288,5456,38745,21691,33910,7257,7412,73883.88491,34,67,56,1,9,37,2
2023/5/22,6669,4936,674,39653,1535,39114,943,50756,83588,7805,775,776,735,665,733,7791,2913,12677,43763,43314,6833,2096,13158.47337,59,15,61,68,68,14,28
2023/5/23,6230,4635,797,95241,2173,56872,169,87548,70482,4615,744,673,607,838,561,9042,6527,24799,53597,17051,6234,9526,71275.59214,8,32,22,23,62,25,75
2023/5/24,9005,986,913,56264,2642,22328,1333,92659,96082,8037,533,557,809,618,961,2717,8690,48672,31117,18450,7745,2264,46637.67914,48,6,78,3,24,52,99
2023/5/25,4346,4741,516,84612,1568,67963,2224,71168,83200,2771,612,600,731,764,986,1115,5993,31711,18968,37779,6666,5802,13832.468,2,80,68,87,83,70,13
2023/5/26,5288,1460,784,29617,2296,36620,765,41528,97821,8822,508,829,956,755,700,1444,6437,35853,35317,29357,9438,5282,7697.724497,8,68,62,36,5,62,20
2023/5/27,8762,2456,974,7492,310,28152,2622,97290,76314,5063,527,959,780,971,774,6010,4564,18949,41509,31143,5328,6430,17255.43268,27,6,69,54,0,47,6
2023/5/28,1059,3127,580,8132,2567,58220,2685,97452,89828,5462,950,803,906,547,651,1149,5274,43191,36181,17067,5124,6062,25677.54995,77,14,76,37,47,5,45
2023/5/29,6119,3963,821,61509,734,87067,241,40014,83944,8453,984,783,942,715,892,9701,9041,24578,53299,54779,6603,9524,47036.78198,67,10,85,95,7,17,18
2023/5/30,8272,2854,574,76166,1074,40617,2518,55307,82818,4796,779,909,592,758,897,9988,3129,49511,42220,29689,6386,3162,36382.80665,26,71,20,52,36,9,76
2023/5/31,4926,1468,871,36063,2957,50488,2088,78191,82736,1276,940,646,527,739,599,9662,1685,36600,14612,50338,5913,7744,33879.52416,84,19,85,35,52,61,62
2023/6/1,1898,2137,832,82068,570,77833,654,53179,79024,7920,854,744,865,705,746,3689,8358,37262,34279,53632,5617,3604,13785.08111,16,17,90,15,41,32,41
2023/6/2,3568,954,607,32488,946,18145,2966,88101,88279,2124,592,592,561,714,566,3481,1533,37680,28260,35901,8147,8798,25588.69074,24,38,7,94,42,8,36
2023/6/3,1187,2316,986,52300,1442,17131,1345,86942,97261,8031,567,946,765,915,837,3145,8842,9450,43112,51488,8012,7055,26380.33964,78,58,2,92,43,89,10
2023/6/4,8974,2452,894,59932,561,58753,2797,56420,97818,1372,867,978,918,563,782,9734,7122,20805,59857,36547,8323,4055,5757.813913,74,8,89,85,30,7,28
2023/6/5,8756,4407,570,28507,933,50771,2197,69077,71101,5919,962,695,861,531,588,9956,9021,45696,56494,58575,6372,4655,20534.16477,51,5,55,88,14,49,46
2023/6/6,2507,786,527,69456,2547,42878,2148,77425,90095,3011,548,789,827,853,888,6729,6947,51263,33808,38773,9089,3598,37765.60049,32,84,41,42,57,74,33
2023/6/7,3431,3595,927,99505,858,87992,308,83691,86631,4000,805,856,995,816,834,7948,6661,13203,38146,24773,5246,7600,50297.70011,72,79,3,82,13,74,46
2023/6/8,3932,3267,790,44373,2623,10321,883,65739,80878,8265,733,751,769,681,648,6032,411,35678,51542,11140,9210,8195,28783.41763,3,15,38,70,26,50,11
2023/6/9,3907,2373,589,65128,2970,87746,2628,49947,80124,7016,758,940,651,908,800,3375,9239,52538,20505,13755,5389,1611,48825.9028,19,78,49,66,90,78,22
2023/6/10,2318,1723,595,27147,922,58072,957,57122,90537,3299,890,788,990,516,939,9420,9927,16998,40345,37465,7231,9100,55061.81301,89,95,60,65,61,32,24
2023/6/11,7317,1147,729,92835,2884,82347,1085,34844,89236,2086,917,745,737,677,606,7262,758,57903,52864,31541,8711,4039,58004.00983,40,81,75,78,75,2,75
2023/6/12,4564,1200,690,73080,2919,72942,2457,63119,56241,7784,694,692,890,697,990,730,5143,12190,26930,18582,6824,2831,67473.95627,59,31,73,4,79,22,77
2023/6/13,3364,1714,945,20460,407,44961,2446,66238,90970,6013,818,667,888,529,893,3181,4269,11817,25216,36042,5926,2677,59181.64407,4,18,29,23,16,32,89
2023/6/14,3456,4597,812,98092,1893,45278,2381,30146,63646,6674,775,622,807,983,892,2312,3058,25800,20675,13956,5669,2905,48773.32877,12,58,11,59,5,13,64
2023/6/15,4619,4505,502,44613,1482,81356,2993,87592,83235,2928,567,972,636,850,922,6373,8824,49790,54894,12950,8089,7357,51610.78341,1,52,22,76,16,16,49
2023/6/16,1015,1430,750,7099,720,27758,1297,69921,87945,2026,519,771,579,695,631,5202,1886,27945,18067,27619,5107,7262,52322.83784,97,11,6,30,42,68,76
2023/6/17,5143,1022,536,93321,2486,39401,1129,31348,88662,9083,774,650,948,694,911,4658,7638,12206,27163,33826,7262,4160,16231.84645,30,6,38,87,97,96,79
2023/6/18,6495,3120,558,34286,1628,23057,1213,55944,99721,5018,503,921,540,680,883,8447,1855,18923,53344,49273,6252,2435,27893.76227,23,53,64,78,99,95,70
2023/6/19,2803,833,536,78350,2252,84034,1086,62060,97703,7731,607,586,935,679,778,4907,3689,12017,34881,25749,6920,8013,69216.19963,43,13,14,35,80,23,68
2023/6/20,7153,4896,926,11953,1491,12048,2459,81441,72231,8750,598,542,576,651,859,4466,833,26103,24258,19626,7920,3033,51290.48738,81,63,34,63,69,96,45
2023/6/21,6015,2849,791,40208,390,33104,2576,54286,81009,1028,665,543,676,857,818,7495,9658,32640,16294,39625,5313,8845,81178.23074,91,52,97,91,99,18,77
2023/6/22,8370,4692,749,11681,1838,86958,2807,33265,78259,6765,613,884,829,583,691,5116,8804,21429,50569,24162,9893,7081,32658.4276,38,98,81,51,30,49,11
2023/6/23,4490,1212,789,72861,539,90364,1759,74451,90461,7583,589,555,614,624,514,2690,7535,33044,29308,45332,7325,4904,66714.9742,81,81,84,71,57,8,21
2023/6/24,1366,3963,647,52027,762,54063,2911,30968,82058,1904,669,730,683,837,976,2679,9007,42099,34018,41177,8028,9910,72290.98987,3,4,83,70,27,96,29
2023/6/25,4277,3804,669,65287,1168,40089,2282,32840,60929,4831,947,744,810,958,665,7374,4584,49824,27400,54792,8708,7187,23249.06608,25,35,34,7,87,3,89
2023/6/26,8815,1314,941,83127,1720,37215,2591,87521,84739,8991,852,943,984,692,841,5724,2486,35270,42371,51734,5577,2169,40798.88421,21,98,93,30,80,30,16
2023/6/27,2920,1641,957,29885,577,55585,821,61723,91118,8394,615,761,660,741,750,2898,908,45406,22582,39605,5907,6255,71801.31911,13,97,13,30,58,83,66
2023/6/28,5099,4091,920,94123,1865,37251,2202,48508,62488,6870,623,873,582,878,922,5255,3225,9267,14502,54049,5539,6092,68129.31722,53,92,61,20,8,76,54
2023/6/29,8009,4637,740,38108,1099,72014,320,71484,60591,2170,754,831,531,508,804,733,1454,18413,42463,36431,8739,1660,8276.153465,51,85,77,70,77,26,40
2023/6/30,6334,738,537,47068,1394,98873,1234,95468,65123,6837,522,533,991,721,855,3006,6421,33000,16585,56265,5303,2826,30004.10634,95,87,14,27,23,74,8
2023/7/1,5056,3175,891,77503,2593,10331,222,55841,56792,1956,917,924,501,796,878,8700,8990,20468,53469,43295,7313,3035,25150.632,69,15,82,10,53,41,17
2023/7/2,2817,4607,968,96063,1690,56265,205,40653,60590,5650,683,652,906,814,512,6698,9113,19321,20063,30725,9643,8743,64864.4746,83,52,78,86,43,49,89
2023/7/3,1034,2391,863,50717,1224,54934,976,89168,91631,4881,999,623,907,849,587,3595,9232,50030,33221,11583,8778,6353,87044.82635,70,28,12,22,89,64,51
2023/7/4,3546,995,831,5349,2427,65116,271,78112,84581,9283,506,747,881,578,565,3063,3085,58870,23060,42399,5411,2500,52193.12223,0,75,69,21,21,1,78
2023/7/5,4481,4469,749,8227,1961,71185,2041,96388,65949,7007,771,687,637,698,790,6795,5792,35817,44950,28194,8097,6498,14475.99812,4,89,76,53,82,49,55
2023/7/6,3712,3084,539,10127,1209,20154,1051,82274,65362,9348,562,765,844,895,734,6313,1034,11195,12390,51436,7105,5863,827.7761982,15,61,77,37,26,99,62
2023/7/7,7654,2538,821,76682,2916,55858,1724,51860,65619,9970,510,982,662,941,763,5356,5001,46617,28302,34530,7980,6291,8750.736801,42,49,55,61,67,63,77
2023/7/8,1422,2319,649,24906,412,26263,1166,36963,80702,8805,574,938,821,859,717,4983,1743,16126,56527,29244,6609,8219,14844.9312,11,61,23,52,46,10,87
2023/7/9,6548,1660,773,75855,1810,55704,443,98410,89160,5574,636,505,576,524,739,783,2539,39742,10150,20954,7875,4358,41288.07973,7,13,86,46,12,3,27
2023/7/10,4194,1486,740,88852,1068,90453,1577,95922,74983,5028,847,624,538,681,607,6769,8544,5364,10929,22038,5143,8668,23320.90729,45,92,99,63,69,87,63
2023/7/11,2903,971,565,65857,2042,36255,1241,75216,95563,4155,686,695,618,590,900,7516,617,56615,54257,13171,5834,3755,62046.91507,13,24,82,22,34,38,24
2023/7/12,5875,1343,555,30930,805,59808,2243,98279,63895,6114,880,722,921,609,632,1189,4881,33009,10509,52944,7998,9390,20049.86981,49,89,73,29,95,52,18
2023/7/13,9958,2852,704,95012,952,30428,2163,99648,73839,4270,860,620,582,826,529,5600,5736,26410,29925,46355,6192,8329,80006.18342,68,61,96,99,22,91,1
2023/7/14,7970,2112,954,50559,919,12504,465,96620,72735,4431,872,592,668,691,798,3117,7106,51140,15568,56847,8509,4526,8284.806126,83,38,49,44,24,94,59
2023/7/15,3543,2726,505,86479,750,42831,833,71110,81291,4968,509,930,801,965,817,6300,732,34073,56586,54594,8076,5161,74389.1633,54,51,25,91,39,40,48
2023/7/16,8164,2624,520,24611,579,33268,2361,65522,70471,8436,609,611,865,640,703,9799,1178,24049,51294,43451,7778,7773,62261.55257,54,74,19,98,12,31,75
2023/7/17,5708,2608,593,66301,1293,91620,2079,93562,54573,2562,858,755,538,628,571,1946,1719,39498,12820,56660,8745,7035,63496.07191,2,50,77,81,29,86,51
2023/7/18,4014,3786,756,29472,545,10701,1161,35193,56917,2198,836,919,920,925,859,9674,9128,27536,46263,57448,5200,2441,62345.66416,63,42,26,11,80,99,80
2023/7/19,6158,2514,618,59067,2272,56170,1756,34071,86552,2699,602,959,732,906,849,8480,8074,45068,50517,15543,8502,2437,73404.6484,51,21,42,5,9,77,82
2023/7/20,8931,3182,929,96796,1034,43230,796,31858,55152,3507,991,596,568,737,531,9169,2623,12270,41433,35259,8466,5907,55090.21535,16,73,20,82,99,81,4
2023/7/21,9700,3001,742,65416,767,66799,1486,31809,72230,6239,905,935,894,956,798,4141,8081,42547,35122,38014,5883,2052,20646.3976,28,17,92,81,42,67,46
2023/7/22,6925,1746,752,91742,1305,28698,1162,33238,97721,1670,603,618,662,533,788,2039,1371,7602,22701,36535,8442,9450,52496.97704,59,90,40,5,20,31,62
2023/7/23,6694,2917,832,47834,1455,11018,296,99444,77526,1696,688,885,827,769,906,1928,4521,38910,11651,35807,8783,3308,49103.07749,42,35,68,74,56,39,71
2023/7/24,3295,2550,823,93058,1173,53894,959,89389,73753,8735,616,647,809,695,516,7632,7156,27812,25129,25328,5933,6990,23734.79884,49,52,46,50,81,43,41
2023/7/25,9518,3835,614,4400,2486,30711,2053,35184,74573,6357,504,985,670,646,619,3073,416,36459,26651,15611,5317,1354,24928.34652,31,2,27,57,70,28,84
2023/7/26,8712,3679,963,25376,696,58420,1527,44070,66685,3261,634,638,618,501,859,4547,7701,26034,35670,16501,6719,8878,21613.82923,66,7,55,38,8,84,25
2023/7/27,9361,3821,552,64751,1460,61649,629,95256,74521,5040,741,895,682,763,839,1642,6062,25120,41174,30316,7528,5442,71612.10909,97,93,9,97,82,14,69
2023/7/28,5809,3501,541,57584,2562,67941,1344,50425,82642,9462,860,805,512,751,592,4869,8378,30497,11242,19541,7427,4001,73313.38826,87,72,88,93,6,93,25
2023/7/29,2162,4219,524,7867,2544,67765,1786,64611,53141,2891,775,532,929,848,772,5841,4053,23984,49425,40325,5868,1336,75408.11178,83,55,38,4,76,27,64
2023/7/30,7873,3874,535,29196,2471,59001,683,49824,66776,5635,890,882,831,621,754,3960,6168,29867,42442,45130,5773,9030,651.0050187,10,50,46,76,21,60,46
2023/7/31,8525,4374,559,56664,2760,44766,151,79954,61133,3125,848,854,706,774,662,1905,6890,10906,46307,15114,9683,9543,30886.80377,10,49,76,29,97,94,55
2023/8/1,3749,4272,699,25242,2266,46536,253,30561,94210,3881,935,845,671,630,568,2065,9091,26666,36177,32128,5187,2384,42909.61855,91,9,38,67,2,89,34
2023/8/2,2887,4289,679,23295,2511,97739,1583,52734,99714,5699,544,659,509,965,641,7361,2375,56989,55921,31638,9438,8545,54632.47572,37,43,94,24,95,81,20
2023/8/3,4930,2981,931,67606,1141,89613,1184,72978,61488,6411,655,703,710,875,570,5379,7625,49319,38580,19092,7627,3084,53987.3405,87,13,84,59,72,52,91
2023/8/4,9046,4484,619,16339,1431,56839,847,89373,77903,4585,837,966,720,579,944,9310,6371,54400,59321,51217,8001,3847,50345.04575,75,70,66,52,76,98,65
2023/8/5,1592,4159,592,95374,853,65022,1295,83275,84283,4930,838,555,833,967,690,6378,1316,19589,41867,15711,9817,1244,42658.09789,73,54,38,38,94,6,90
2023/8/6,8442,3874,547,15782,2923,24687,1930,42506,62733,4750,810,648,988,579,525,2408,4467,13289,15156,50058,8274,7937,29679.57632,0,58,85,19,76,5,29
2023/8/7,7975,1128,948,50632,674,47702,2999,50098,78517,8803,614,657,695,928,729,3887,9452,52133,59061,16335,9356,7188,1765.571748,95,78,61,62,13,8,12
2023/8/8,2156,2111,650,56796,1895,75692,2245,70835,50789,2323,929,938,688,954,504,4360,8721,24102,21350,24875,9836,8465,6201.65334,90,81,66,63,71,51,67
2023/8/9,9707,2160,603,28025,630,43760,2954,79464,91684,6631,910,845,699,871,797,4969,6937,22984,52974,32138,6017,6401,40949.73569,27,87,5,47,28,91,72
2023/8/10,8916,3028,552,82919,427,13066,2679,60807,86433,5139,673,800,793,835,858,3201,8859,12469,32366,42821,9110,9220,24989.47262,42,58,83,79,35,74,11
2023/8/11,9670,3282,961,55242,1289,44505,169,98020,79905,9365,945,833,977,957,660,9056,6573,17593,18164,45097,9090,3420,5888.399587,38,16,40,6,47,43,93
2023/8/12,8556,4452,703,13839,974,17495,2840,32793,84391,6188,727,970,613,968,542,9699,2074,14467,11842,27665,7888,4166,90644.70848,61,73,62,84,79,32,4
2023/8/13,1834,2165,694,52498,2489,28110,2065,68353,72618,3638,997,855,542,764,596,8628,9537,36673,20804,42646,9763,5127,25681.62271,0,79,10,63,45,44,57
2023/8/14,3665,1269,947,16188,1922,55162,1689,49716,72634,9722,876,973,662,584,962,2455,1885,57595,18871,47052,8903,7577,20499.82521,70,89,80,55,60,90,14
2023/8/15,5465,2099,650,50772,1852,39599,247,47830,98838,6794,670,893,624,875,851,8266,1741,50027,26536,54559,5695,9767,51853.04367,36,94,84,30,28,39,66
2023/8/16,2239,728,528,73361,783,62755,485,89112,84784,8465,571,682,537,758,918,8643,9945,28839,10375,18528,8166,9898,59079.4378,66,22,92,54,16,99,42
2023/8/17,9381,721,920,75008,1217,69862,2008,85109,56079,8630,525,856,982,877,903,2637,4158,57385,32741,41839,6110,6322,427.5440421,55,84,71,56,56,50,10
2023/8/18,4024,3846,563,59551,470,13617,1764,97567,87739,4579,962,902,713,910,703,7414,1164,41399,41530,47674,9461,7124,24338.60359,93,78,2,53,17,44,8
2023/8/19,6758,3435,875,37649,2800,66496,716,70164,92234,3386,755,764,655,801,562,6035,4191,38286,11731,44890,5406,3268,45300.27757,94,40,73,3,14,98,98
2023/8/20,8363,4308,569,55369,1721,60934,1436,43818,78147,9099,693,939,918,527,957,5379,6713,18357,50803,10506,5260,2363,51648.1681,79,13,70,53,93,23,93
2023/8/21,8563,918,911,26339,1175,20242,1135,57025,82262,3878,608,839,660,524,755,898,7930,51972,11770,32166,5766,8749,70477.59257,52,79,89,41,63,61,96
2023/8/22,9987,1924,775,90868,2604,41983,2087,90672,99243,6278,648,681,630,647,901,1527,3627,25906,43062,52782,7208,4841,34304.1712,74,88,80,71,2,41,63
2023/8/23,2490,1290,923,96736,1118,92773,1212,42554,97060,6420,901,546,702,786,802,1168,7329,12494,11755,28826,9556,9718,17750.90922,45,88,43,28,42,2,76
2023/8/24,2588,3488,877,34034,1170,27249,425,87272,98915,6328,811,684,952,702,841,8738,2193,42803,50569,57574,8587,6120,39437.21084,75,1,64,84,15,85,49
2023/8/25,7434,3378,733,64235,1469,68932,1370,96782,80051,2181,774,838,517,908,979,7341,6587,18984,40303,42675,5035,2481,44357.91055,88,89,52,26,90,17,76
2023/8/26,8073,2754,790,95271,1304,71053,2751,60424,74923,8755,981,982,722,558,546,2054,4234,43539,58731,21371,9257,8653,52357.41844,96,55,9,10,78,0,92
2023/8/27,5925,1327,965,42936,496,30656,2263,60718,95402,4417,825,737,825,613,884,3845,3515,12723,14858,40553,5354,6369,16780.59557,56,39,29,1,64,13,99
2023/8/28,9296,4490,798,5470,2858,96382,2648,97115,69523,7471,988,977,765,927,950,5064,1174,29324,10914,14496,9991,9583,54012.08204,52,69,91,61,59,65,75
2023/8/29,2886,3049,621,78890,1060,64709,1271,62778,79433,9101,786,855,844,990,641,2550,3291,34618,43171,46396,8093,8239,74585.97462,1,35,90,25,93,80,54
2023/8/30,8453,4358,875,92483,2949,43796,790,55709,89897,2112,778,874,606,934,647,6750,6521,47962,47543,25739,7716,9568,55706.26918,98,42,21,32,96,40,91
2023/8/31,3538,2317,919,38360,802,65981,943,85254,71832,3759,805,930,735,781,599,6759,8820,21238,53997,24623,7923,7357,35818.11118,21,67,1,71,55,16,30
2023/9/1,6892,3256,579,33318,2128,97928,2251,60155,68998,1610,548,874,698,865,763,5094,4726,6287,15103,32269,8374,1139,45713.30611,52,59,75,90,77,75,90
2023/9/2,9301,4884,905,50966,484,27605,380,85738,66572,9562,876,596,869,622,854,6695,1322,33401,36118,27194,9973,3010,23898.33288,10,76,64,47,16,23,43
2023/9/3,8974,2711,648,28733,2523,11259,1518,58656,97691,3531,984,928,717,565,680,1500,7750,20415,48127,21114,7978,2934,50925.10742,42,24,32,96,36,74,10
2023/9/4,7999,3945,991,90338,418,69068,1471,30980,98407,3869,625,593,520,678,810,3248,2211,52682,54556,25644,8299,1232,33558.21046,16,78,49,39,58,48,64
2023/9/5,8762,1987,933,8504,1761,15652,1623,34549,79046,3837,652,553,725,597,592,5749,8343,44480,17020,54545,7544,5572,33084.72971,30,42,1,41,39,46,29
2023/9/6,9964,1468,873,31600,1563,94746,2109,81126,87712,7736,994,539,597,857,690,9023,4012,31055,39354,43973,8901,5825,21440.65466,27,80,11,62,63,31,67
2023/9/7,1276,4495,973,21071,2247,97580,800,76228,53448,7233,818,768,734,916,589,2175,9137,50792,55291,20534,9247,7172,45361.676,53,27,98,54,23,40,47
2023/9/8,1787,1172,553,60849,2028,43974,309,68945,75076,6496,828,838,982,523,833,2140,4059,16348,52600,42516,8265,3811,18212.30116,86,44,99,14,43,77,7
2023/9/9,2612,2930,701,49809,2481,66076,819,47110,79324,4203,682,988,780,802,815,2053,2165,49728,22157,29428,9973,3135,14663.91595,28,86,82,3,17,24,2
2023/9/10,9920,3127,814,25396,1233,84743,698,81848,63271,6917,924,589,718,806,680,8164,3726,54403,43932,49306,8447,2186,18682.75471,58,28,54,11,43,97,60
2023/9/11,1959,862,750,42316,366,56534,314,39023,84158,8458,988,502,713,818,909,9535,8286,53249,32085,10096,7738,3191,16274.0614,6,72,37,42,6,47,80
2023/9/12,3701,1037,641,9351,1502,77652,1366,48601,58742,6765,963,596,732,572,569,718,2300,44511,37658,31859,9064,2435,18825.71267,79,54,37,98,20,51,39
2023/9/13,5448,3944,870,99065,759,50968,2980,59167,82482,2276,852,573,991,618,954,2395,9028,32865,43840,51918,5652,7059,57919.57939,40,7,38,21,98,93,20
2023/9/14,1214,2997,857,78546,450,49494,2146,49663,93881,1711,907,588,658,754,717,8760,4800,37543,10394,48970,9099,4827,62516.96594,2,4,79,53,25,57,45
2023/9/15,2845,1231,871,72609,2063,15915,2139,81627,86238,1681,747,644,664,824,983,6393,6172,19577,21276,44959,7915,3394,35745.76095,70,48,29,40,12,59,32
2023/9/16,8770,3270,992,81678,1215,31038,540,64965,86683,2533,814,520,951,527,659,3476,9397,17108,16020,42832,5191,6790,53883.29175,87,51,42,74,78,12,85
